avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct
5.67,5,,1,Astapor,6/21/2014,iPhone,1/9/2014,0,0,FALSE,50
2.07,5,,1,Winterfell,6/28/2014,iPhone,1/26/2014,0,1,FALSE,0
3.33,4.9,4.8,1.03,Winterfell,5/18/2014,iPhone,1/10/2014,6.3,5,TRUE,50
2.74,3.5,5,1,Astapor,1/28/2014,Android,1/7/2014,0,2,FALSE,100
8.03,4.8,4.6,1,Astapor,6/19/2014,iPhone,1/19/2014,0,2,FALSE,100
1.99,4.5,4.5,1,Winterfell,2/2/2014,iPhone,1/31/2014,0,2,FALSE,50
2.08,4.9,4.8,1,Astapor,6/29/2014,iPhone,1/24/2014,0,2,TRUE,66.7
1.15,5,5,1,Astapor,6/4/2014,Android,1/29/2014,0,0,FALSE,100
3.15,4.7,4.7,1,King's Landing,1/20/2014,iPhone,1/18/2014,0,3,FALSE,0
2.39,5,5,1,Astapor,3/6/2014,Android,1/10/2014,0,0,FALSE,50
2.95,5,4.7,1.11,King's Landing,6/4/2014,iPhone,1/20/2014,25,3,TRUE,68.8
12.6,4.9,4.9,1,Astapor,6/29/2014,Android,1/28/2014,0,4,FALSE,73.1
17.05,3.3,4.3,1.42,Astapor,1/11/2014,Android,1/10/2014,33.3,3,FALSE,33.3
1.07,5,5,1,Astapor,1/28/2014,iPhone,1/24/2014,0,3,FALSE,66.7
1.88,5,4.5,1,Astapor,6/12/2014,iPhone,1/4/2014,0,1,FALSE,25
2.41,5,5,1.07,Astapor,6/7/2014,iPhone,1/31/2014,14.3,3,FALSE,57.1
2.16,3.7,5,1,King's Landing,6/24/2014,iPhone,1/11/2014,0,0,TRUE,100
5.74,4.9,4.1,1.09,Astapor,6/24/2014,iPhone,1/5/2014,25,3,FALSE,37.5
18.8,5,4,1,Winterfell,2/6/2014,Android,1/9/2014,0,1,FALSE,100
2.74,4.6,4.8,1,Astapor,6/30/2014,iPhone,1/7/2014,0,6,TRUE,100
12.81,5,5,1,Winterfell,6/22/2014,iPhone,1/25/2014,0,1,FALSE,0
2.85,5,,1,Winterfell,5/11/2014,Android,1/2/2014,0,0,FALSE,0
1.64,4.5,5,1,Winterfell,4/24/2014,iPhone,1/8/2014,0,0,TRUE,50
8.93,4.9,3.6,1.22,Winterfell,6/3/2014,iPhone,1/30/2014,12.5,2,FALSE,50
1.34,5,3,2.25,Winterfell,5/18/2014,Android,1/6/2014,100,0,FALSE,0
3.6,4.5,4.3,1,Winterfell,6/26/2014,iPhone,1/28/2014,0,7,TRUE,86.7
10.58,5,5,1,Winterfell,1/18/2014,iPhone,1/15/2014,0,1,FALSE,100
11.94,5,,1,Astapor,5/25/2014,iPhone,1/25/2014,0,0,FALSE,0
4.09,4.6,3,1,Astapor,6/28/2014,Android,1/17/2014,0,2,TRUE,71.4
3.69,5,5,1,Winterfell,1/20/2014,Android,1/19/2014,0,1,FALSE,0
15.13,5,5,1.5,King's Landing,6/27/2014,iPhone,1/11/2014,100,0,FALSE,100
9.4,4.7,,1,Winterfell,6/15/2014,iPhone,1/16/2014,0,2,FALSE,66.7
1.44,4.9,4,1,Astapor,6/27/2014,iPhone,1/29/2014,0,4,FALSE,77.8
17.36,5,5,1,Winterfell,6/20/2014,iPhone,1/30/2014,0,0,TRUE,100
10.9,5,5,1,Astapor,4/18/2014,Android,1/11/2014,0,0,FALSE,100
1.76,5,,1.75,King's Landing,2/16/2014,Android,1/19/2014,100,1,FALSE,0
15.45,5,5,1,Winterfell,2/15/2014,iPhone,1/30/2014,0,1,TRUE,100
0.75,4.5,5,2,Astapor,1/19/2014,Android,1/18/2014,100,2,FALSE,0
2.03,5,5,2.5,Winterfell,1/25/2014,iPhone,1/6/2014,66.7,3,FALSE,66.7
0.93,4.8,4.5,1,Astapor,2/2/2014,iPhone,1/31/2014,0,4,FALSE,0
13.62,5,,1,Astapor,1/27/2014,Android,1/22/2014,0,1,FALSE,100
2.37,5,,1,Winterfell,5/8/2014,Android,1/25/2014,0,0,FALSE,100
3.72,5,5,1,King's Landing,6/29/2014,iPhone,1/11/2014,0,0,FALSE,0
4.52,5,5,1,Astapor,5/10/2014,iPhone,1/5/2014,0,0,FALSE,100
0.69,5,5,1.31,Astapor,1/30/2014,Android,1/27/2014,50,4,FALSE,100
5.65,5,4.5,1,Winterfell,2/4/2014,iPhone,1/30/2014,0,2,FALSE,100
4.37,4.8,4.6,1.04,Winterfell,6/28/2014,iPhone,1/17/2014,5.6,3,FALSE,83.3
2.22,5,,1,King's Landing,1/12/2014,iPhone,1/11/2014,0,1,FALSE,0
3.83,4.8,4.1,1.14,Astapor,6/30/2014,iPhone,1/13/2014,13.5,7,TRUE,81.1
8.25,5,5,1,Astapor,1/11/2014,iPhone,1/9/2014,0,1,FALSE,100
17.17,4.8,4.2,1,King's Landing,6/29/2014,iPhone,1/3/2014,0,1,FALSE,33.3
9.52,4.5,,1,Winterfell,4/25/2014,Android,1/23/2014,0,1,TRUE,100
2.55,4.8,4.8,1.17,Winterfell,6/29/2014,iPhone,1/2/2014,16.7,1,TRUE,55.6
1.32,5,4.9,1.4,Winterfell,6/27/2014,iPhone,1/14/2014,41.7,9,TRUE,75
2.2,4.9,4.7,1,Astapor,5/8/2014,Android,1/15/2014,0,2,FALSE,64.3
4.86,4.4,4.6,1.07,Winterfell,6/21/2014,iPhone,1/11/2014,14.3,0,FALSE,85.7
2.78,4.8,5,1.3,King's Landing,6/30/2014,iPhone,1/28/2014,31.9,12,TRUE,68.1
10.2,5,4.8,1.05,King's Landing,7/1/2014,iPhone,1/16/2014,20,1,TRUE,60
8.44,5,4,1,Winterfell,2/1/2014,iPhone,1/13/2014,0,1,FALSE,100
4.9,5,,1,Winterfell,1/27/2014,Android,1/27/2014,0,1,FALSE,100
9.07,5,,1,King's Landing,1/16/2014,Android,1/14/2014,0,1,FALSE,100
2.65,4.4,4.5,1.14,Winterfell,6/29/2014,iPhone,1/7/2014,14.3,3,FALSE,57.1
2.77,5,5,1.38,Winterfell,1/15/2014,Android,1/9/2014,50,2,FALSE,100
4.23,4.8,,1.19,Astapor,6/27/2014,iPhone,1/2/2014,25,1,TRUE,100
14.87,5,,1,King's Landing,6/25/2014,iPhone,1/22/2014,0,0,TRUE,100
3,5,5,1.08,King's Landing,5/19/2014,Android,1/28/2014,33.3,1,FALSE,33.3
1.8,5,5,1.06,King's Landing,6/14/2014,iPhone,1/1/2014,25,0,FALSE,50
3.18,4.9,5,1,Astapor,5/26/2014,Android,1/30/2014,0,1,FALSE,90
1.38,5,5,1,Winterfell,5/21/2014,iPhone,1/31/2014,0,0,TRUE,75
9.12,4.7,5,1,Winterfell,6/16/2014,Android,1/9/2014,0,1,FALSE,100
3.49,4.9,4.5,1,Winterfell,6/17/2014,iPhone,1/18/2014,0,3,FALSE,16.7
12.43,5,4.5,1,Astapor,2/28/2014,Android,1/3/2014,0,0,TRUE,100
0.76,5,,1,Astapor,5/26/2014,iPhone,1/27/2014,0,0,FALSE,0
5.23,5,5,1,King's Landing,1/1/2014,Android,1/1/2014,0,1,FALSE,100
1.94,5,5,1,Winterfell,2/2/2014,iPhone,1/31/2014,0,2,FALSE,50
3.08,4.8,3.6,1.04,Astapor,6/13/2014,Android,1/31/2014,6.7,3,TRUE,73.3
3.72,4,,1.25,King's Landing,1/12/2014,Android,1/10/2014,100,1,FALSE,0
1.93,5,,1,Winterfell,6/2/2014,iPhone,1/14/2014,0,0,FALSE,100
13.71,5,5,1,Winterfell,1/12/2014,Android,1/8/2014,0,1,TRUE,0
2.71,4.8,4.2,1.04,Astapor,6/28/2014,iPhone,1/4/2014,5.6,4,TRUE,77.8
5.11,4.6,3.5,1.1,Winterfell,6/22/2014,iPhone,1/10/2014,8.3,2,FALSE,50
2.3,5,,1,Astapor,1/25/2014,Android,1/24/2014,0,1,TRUE,0
11.09,5,5,1,King's Landing,6/9/2014,iPhone,1/22/2014,0,0,FALSE,80
3.09,4.6,4.3,1,Winterfell,6/29/2014,Android,1/7/2014,0,8,FALSE,72
2.09,4.9,5,1,King's Landing,5/29/2014,Android,1/25/2014,0,0,FALSE,87.5
9.97,5,,1,King's Landing,6/19/2014,iPhone,1/24/2014,0,0,FALSE,100
2.35,4.9,4.8,1.22,Winterfell,6/28/2014,iPhone,1/28/2014,12.5,3,TRUE,62.5
1.31,5,3.5,1,Winterfell,1/19/2014,iPhone,1/18/2014,0,2,FALSE,0
8.59,5,5,1,Astapor,5/15/2014,iPhone,1/6/2014,0,0,TRUE,100
4.72,4.7,3.4,1.02,Winterfell,6/18/2014,iPhone,1/11/2014,1.4,5,FALSE,87.1
2.28,5,4.7,1,Astapor,5/21/2014,iPhone,1/10/2014,0,7,FALSE,63
11.55,5,5,1,King's Landing,5/19/2014,Android,1/29/2014,0,0,TRUE,100
1.44,4.7,4.2,1.08,King's Landing,6/26/2014,iPhone,1/21/2014,9.4,11,FALSE,78.1
4.61,4.7,4.9,1.22,Astapor,4/28/2014,iPhone,1/14/2014,11.1,5,FALSE,44.4
1.17,5,5,1,Astapor,3/24/2014,Android,1/12/2014,0,0,TRUE,0
4.06,4.7,4.6,1.02,Winterfell,6/26/2014,iPhone,1/5/2014,3.4,1,TRUE,51.7
7.89,5,4.3,1,King's Landing,6/26/2014,iPhone,1/24/2014,0,1,TRUE,85.7
3.94,5,,1,King's Landing,2/8/2014,iPhone,1/30/2014,0,2,TRUE,50
4.02,5,4,1,Winterfell,1/14/2014,Android,1/3/2014,0,1,FALSE,100
1.83,5,3.3,1.25,King's Landing,6/29/2014,iPhone,1/18/2014,33.3,2,FALSE,0
14.04,5,5,1,King's Landing,6/18/2014,iPhone,1/16/2014,0,0,FALSE,100
4.49,5,5,1.05,King's Landing,6/21/2014,iPhone,1/3/2014,20,0,FALSE,80
1.3,4,5,1,Winterfell,2/1/2014,iPhone,1/28/2014,0,1,TRUE,0
18.73,5,5,1,Winterfell,3/29/2014,Android,1/1/2014,0,0,FALSE,0
1.25,5,5,2.17,Winterfell,3/2/2014,iPhone,1/24/2014,66.7,1,FALSE,33.3
2.92,5,5,1,Winterfell,2/1/2014,iPhone,1/31/2014,0,2,FALSE,100
3.49,5,4.3,1,Astapor,6/29/2014,iPhone,1/2/2014,0,0,TRUE,80
5.89,5,5,1,Winterfell,1/25/2014,iPhone,1/24/2014,0,2,FALSE,50
1.31,5,5,1,Astapor,5/10/2014,iPhone,1/28/2014,0,0,FALSE,50
1.25,4.6,4.7,1,Winterfell,6/29/2014,iPhone,1/11/2014,0,0,TRUE,77.8
10.09,5,5,1,Astapor,1/16/2014,iPhone,1/12/2014,0,2,FALSE,100
5.4,5,4.5,1,Winterfell,1/19/2014,iPhone,1/17/2014,0,2,FALSE,0
3.49,4.6,3.8,1,Winterfell,6/18/2014,iPhone,1/25/2014,0,2,TRUE,53.8
1.94,5,3.7,1,Astapor,1/12/2014,Android,1/8/2014,0,3,FALSE,66.7
22.91,5,,1,Winterfell,3/6/2014,iPhone,1/10/2014,0,0,TRUE,100
14.23,5,4.6,1,Winterfell,5/23/2014,Android,1/22/2014,0,3,FALSE,80
4.83,4.8,4.2,1.06,Winterfell,6/30/2014,iPhone,1/21/2014,10,2,TRUE,70
1.16,4,4.3,1,Astapor,3/18/2014,iPhone,1/18/2014,0,0,FALSE,66.7
3.65,4.8,5,1.17,King's Landing,6/29/2014,iPhone,1/12/2014,16.7,0,TRUE,66.7
2.78,4.8,4.9,1.02,Astapor,6/20/2014,iPhone,1/1/2014,7.1,2,TRUE,64.3
1.35,4.6,4.6,1,Winterfell,6/13/2014,Android,1/7/2014,0,9,FALSE,100
4.96,4.5,5,1.07,Astapor,6/26/2014,Android,1/12/2014,6.7,1,FALSE,46.7
14.72,5,5,1,Winterfell,1/9/2014,iPhone,1/9/2014,0,1,FALSE,100
2.96,4.9,5,1,Winterfell,6/21/2014,iPhone,1/24/2014,0,5,TRUE,50
1.93,4.9,4.2,1.4,King's Landing,6/27/2014,iPhone,1/2/2014,53.3,3,FALSE,46.7
23.74,5,,1,Winterfell,5/3/2014,iPhone,1/8/2014,0,0,FALSE,100
1.75,4.5,4.8,1,Winterfell,6/29/2014,iPhone,1/15/2014,0,1,TRUE,34.5
1.15,5,5,1,Winterfell,6/17/2014,iPhone,1/25/2014,0,0,FALSE,100
3.73,4.3,2.5,1,Winterfell,6/21/2014,Android,1/29/2014,0,2,FALSE,42.9
5.27,5,5,1.67,Astapor,4/13/2014,iPhone,1/25/2014,33.3,0,FALSE,33.3
3.5,5,5,1,Astapor,4/6/2014,iPhone,1/11/2014,0,1,FALSE,25
1.08,5,4,1,Winterfell,1/10/2014,Android,1/10/2014,0,1,FALSE,100
3.87,4.8,4.5,1.04,Winterfell,6/6/2014,iPhone,1/7/2014,5.6,2,FALSE,100
0.31,,,1,King's Landing,6/22/2014,iPhone,1/14/2014,0,0,FALSE,0
20.03,5,,1,Winterfell,1/26/2014,iPhone,1/22/2014,0,1,FALSE,0
1.38,3.7,5,1,Winterfell,5/27/2014,Android,1/11/2014,0,0,FALSE,33.3
3.52,4.8,3,1.63,Astapor,3/16/2014,Android,1/18/2014,50,2,FALSE,0
1.37,4.6,4.6,1.04,Astapor,4/25/2014,Android,1/29/2014,7.7,8,FALSE,61.5
5.97,4.9,4,1,Winterfell,6/9/2014,iPhone,1/26/2014,0,4,FALSE,57.1
1.66,4,4,1,Winterfell,3/23/2014,Android,1/1/2014,0,0,FALSE,0
5.91,5,3.5,1,Astapor,3/3/2014,Android,1/7/2014,0,0,FALSE,100
4.23,4.4,4.6,1.07,Winterfell,5/27/2014,iPhone,1/7/2014,11.1,4,FALSE,66.7
3.51,5,3,1,Astapor,3/31/2014,iPhone,1/15/2014,0,2,FALSE,80
5.66,4,5,1,King's Landing,6/23/2014,iPhone,1/30/2014,0,0,FALSE,100
3.85,4.9,4.9,1.02,King's Landing,6/2/2014,iPhone,1/6/2014,3.2,1,TRUE,74.2
1.27,3,5,1,Astapor,2/6/2014,Android,1/12/2014,0,2,TRUE,100
5.51,5,,1,Winterfell,5/29/2014,Android,1/3/2014,0,1,FALSE,83.3
5.85,4,,1,Winterfell,1/16/2014,iPhone,1/3/2014,0,1,FALSE,100
9.14,5,4.3,1,Astapor,4/11/2014,iPhone,1/30/2014,0,1,TRUE,60
4.02,5,,1,Astapor,1/29/2014,iPhone,1/28/2014,0,1,TRUE,100
2.79,4.8,4.7,1.13,King's Landing,6/29/2014,Android,1/20/2014,20,3,TRUE,52
4.24,5,,1,Astapor,6/27/2014,iPhone,1/10/2014,0,1,FALSE,100
3.2,5,,1,Astapor,1/10/2014,Android,1/9/2014,0,1,FALSE,100
2.21,5,4,1,King's Landing,5/24/2014,Android,1/21/2014,0,0,FALSE,50
2.87,4.8,4.3,1.16,Winterfell,6/28/2014,iPhone,1/11/2014,21.4,8,FALSE,50
6.11,4.5,5,1.23,Winterfell,6/28/2014,iPhone,1/30/2014,20,1,FALSE,60
2.86,5,5,1,King's Landing,6/22/2014,iPhone,1/8/2014,0,0,FALSE,0
3.64,4.6,5,1,Winterfell,6/20/2014,Android,1/26/2014,0,5,FALSE,86.7
11.83,5,5,1,Astapor,2/26/2014,iPhone,1/23/2014,0,0,FALSE,100
7.47,5,5,1,King's Landing,5/22/2014,Android,1/19/2014,0,0,FALSE,66.7
6.49,4.6,5,1.12,Winterfell,6/29/2014,Android,1/10/2014,17.6,7,FALSE,47.1
2.33,4.6,4.1,1.11,Winterfell,6/28/2014,iPhone,1/7/2014,18,5,TRUE,62
3.79,5,5,1.25,Astapor,1/12/2014,iPhone,1/11/2014,50,2,TRUE,0
4.52,4.8,4.5,1.19,Astapor,6/26/2014,iPhone,1/18/2014,23.1,5,FALSE,46.2
9.93,4.4,5,1,Winterfell,6/13/2014,iPhone,1/10/2014,0,1,FALSE,81.3
2.35,4.8,4.7,1,Winterfell,5/10/2014,iPhone,1/4/2014,0,2,FALSE,20
2.76,4.7,3.8,1.08,Winterfell,2/11/2014,iPhone,1/7/2014,16.7,4,TRUE,100
3.4,4.6,4.9,1,Astapor,6/3/2014,iPhone,1/14/2014,0,2,TRUE,100
2.6,5,5,1,Astapor,4/18/2014,iPhone,1/23/2014,0,0,FALSE,100
7.95,5,5,1,Winterfell,5/9/2014,Android,1/9/2014,0,3,FALSE,75
2.99,3,,1,Astapor,1/18/2014,iPhone,1/17/2014,0,1,TRUE,100
17.12,5,5,1,Astapor,2/19/2014,Android,1/13/2014,0,0,TRUE,100
2.47,4.6,4.8,1.14,Winterfell,6/7/2014,iPhone,1/25/2014,9.5,4,TRUE,71.4
1.67,5,,1,King's Landing,5/21/2014,iPhone,1/31/2014,0,1,TRUE,66.7
0.86,5,,1,Astapor,4/20/2014,Android,1/22/2014,0,0,FALSE,0
14.99,5,5,1,Winterfell,3/27/2014,Android,1/11/2014,0,0,FALSE,100
7.34,5,5,1,King's Landing,3/28/2014,Android,1/17/2014,0,0,FALSE,100
30.22,5,4.8,1.25,King's Landing,6/26/2014,Android,1/15/2014,25,1,TRUE,75
12.1,5,2,1,King's Landing,1/1/2014,iPhone,1/1/2014,0,1,FALSE,100
2.46,5,5,1,Winterfell,4/20/2014,iPhone,1/12/2014,0,0,FALSE,50
2.28,5,4,1,King's Landing,1/19/2014,iPhone,1/17/2014,0,5,FALSE,20
1.26,4.9,5,1.04,Winterfell,6/15/2014,iPhone,1/31/2014,14.3,4,TRUE,28.6
3.19,5,,1,Winterfell,1/5/2014,Android,1/5/2014,0,1,FALSE,0
20.16,5,5,1,Winterfell,6/23/2014,iPhone,1/27/2014,0,0,TRUE,100
1.79,4.7,4.8,1,Winterfell,5/13/2014,Android,1/6/2014,0,8,FALSE,84
4.4,4.3,5,1,Astapor,4/24/2014,iPhone,1/18/2014,0,2,TRUE,100
4.95,4.8,5,1.1,Astapor,6/25/2014,Android,1/26/2014,20,2,TRUE,60
1.4,5,5,1,Astapor,1/30/2014,Android,1/18/2014,0,2,TRUE,100
1.66,4,5,1,Winterfell,1/23/2014,iPhone,1/20/2014,0,1,FALSE,100
2.08,5,4.8,1.05,Astapor,4/27/2014,iPhone,1/1/2014,20,0,FALSE,40
1.2,5,,1,King's Landing,3/22/2014,iPhone,1/23/2014,0,0,TRUE,100
5.43,4.8,5,1.56,Winterfell,6/23/2014,iPhone,1/11/2014,50,0,FALSE,100
5.46,4.8,5,1,King's Landing,6/7/2014,iPhone,1/18/2014,0,1,FALSE,50
6.47,4.6,5,1,Astapor,5/11/2014,Android,1/9/2014,0,0,FALSE,40
3.71,5,4.9,1.05,Astapor,4/4/2014,Android,1/17/2014,9.1,4,FALSE,45.5
3.91,3.5,5,1,Winterfell,6/14/2014,iPhone,1/9/2014,0,2,FALSE,33.3
5.45,1,,1,Astapor,5/11/2014,iPhone,1/2/2014,0,0,TRUE,0
3.63,4.9,3.6,1,Winterfell,5/3/2014,iPhone,1/11/2014,0,1,FALSE,50
20.68,5,,1,Winterfell,4/16/2014,Android,1/18/2014,0,0,TRUE,100
3.55,5,,1,King's Landing,3/22/2014,iPhone,1/8/2014,0,0,FALSE,0
2.04,5,,1,Winterfell,6/19/2014,iPhone,1/25/2014,0,2,TRUE,100
6.24,4.9,5,1.03,Astapor,6/29/2014,Android,1/31/2014,11.1,0,TRUE,44.4
1.93,5,3.8,1,Astapor,4/2/2014,iPhone,1/11/2014,0,0,FALSE,100
8.39,4.5,4.4,1.02,Winterfell,6/26/2014,iPhone,1/18/2014,3.8,11,FALSE,76.9
22.94,5,5,1,King's Landing,6/17/2014,iPhone,1/18/2014,0,0,FALSE,100
1.05,5,3,1,Winterfell,6/1/2014,Android,1/29/2014,0,0,FALSE,0
3.46,5,,1,Winterfell,1/18/2014,iPhone,1/17/2014,0,1,TRUE,100
12.12,5,,1,Winterfell,1/6/2014,Android,1/5/2014,0,1,FALSE,100
2.92,4.8,4.8,1.03,Winterfell,6/2/2014,Android,1/25/2014,5.9,14,FALSE,70.6
31.09,5,5,1,Winterfell,3/16/2014,Android,1/14/2014,0,0,FALSE,0
0.55,5,3.8,1,Winterfell,5/7/2014,iPhone,1/7/2014,0,4,FALSE,100
1.13,5,,1,King's Landing,5/27/2014,iPhone,1/14/2014,0,0,FALSE,100
10.66,4.5,4,1.08,Winterfell,6/21/2014,iPhone,1/3/2014,16.7,1,TRUE,50
6.63,5,3,1,Winterfell,6/23/2014,iPhone,1/25/2014,0,0,TRUE,25
3.91,5,4.3,1,Winterfell,6/22/2014,iPhone,1/24/2014,0,3,FALSE,50
10.74,4.8,4,1,Winterfell,6/30/2014,iPhone,1/8/2014,0,0,TRUE,87.5
7.12,4.7,5,1.08,Winterfell,4/24/2014,iPhone,1/17/2014,16.7,1,FALSE,33.3
0.61,5,5,1,Astapor,1/16/2014,iPhone,1/15/2014,0,1,FALSE,100
3.4,5,5,1,Astapor,4/7/2014,iPhone,1/25/2014,0,3,FALSE,25
5.62,4.2,5,1,Winterfell,5/25/2014,Android,1/12/2014,0,0,FALSE,16.7
2.79,4.8,5,1.19,Astapor,4/27/2014,iPhone,1/1/2014,25,3,TRUE,25
7.55,4.8,4.3,1.21,Winterfell,6/25/2014,iPhone,1/26/2014,33.3,3,FALSE,66.7
3.66,4.9,5,1,Winterfell,6/20/2014,iPhone,1/25/2014,0,3,TRUE,75
2.08,4.7,4.3,1,King's Landing,6/7/2014,iPhone,1/30/2014,0,0,FALSE,66.7
10.23,5,5,1,Astapor,1/21/2014,iPhone,1/17/2014,0,2,FALSE,100
1.98,5,4,1.25,Astapor,6/28/2014,iPhone,1/14/2014,25,3,TRUE,75
6.38,5,,1,Astapor,1/26/2014,Android,1/24/2014,0,1,FALSE,0
3.68,4.3,5,1,Winterfell,6/28/2014,iPhone,1/6/2014,0,6,TRUE,45.5
1.1,5,,1,Astapor,5/24/2014,iPhone,1/18/2014,0,0,TRUE,100
1.35,4.7,5,1,Winterfell,6/25/2014,iPhone,1/6/2014,0,0,TRUE,100
7.71,4.5,5,1,Winterfell,6/26/2014,iPhone,1/22/2014,0,4,TRUE,87.5
3.43,5,5,1,Astapor,1/30/2014,iPhone,1/30/2014,0,1,TRUE,100
7.22,5,5,1,Astapor,4/26/2014,iPhone,1/23/2014,0,1,FALSE,66.7
2.92,4.8,4.1,1.18,King's Landing,6/4/2014,iPhone,1/17/2014,22.2,4,TRUE,63
6.22,4.7,5,1.31,Astapor,4/20/2014,Android,1/27/2014,25,3,TRUE,0
9.13,5,5,1,Winterfell,1/30/2014,Android,1/29/2014,0,1,FALSE,100
2.86,4.5,5,1,Winterfell,5/5/2014,Android,1/16/2014,0,4,FALSE,10
5.14,4.7,4.3,1,Winterfell,6/21/2014,iPhone,1/7/2014,0,0,FALSE,50
3.82,5,4.7,1.2,Astapor,6/19/2014,iPhone,1/11/2014,20,3,TRUE,20
18.58,5,,1,Winterfell,3/17/2014,iPhone,1/17/2014,0,0,TRUE,0
4.53,5,4.5,1,King's Landing,3/19/2014,Android,1/20/2014,0,0,FALSE,100
1.17,5,5,1,Astapor,1/5/2014,iPhone,1/3/2014,0,1,FALSE,0
3.45,5,5,1,Winterfell,1/25/2014,Android,1/25/2014,0,1,FALSE,0
13.73,4.7,4.7,1,Winterfell,6/4/2014,iPhone,1/15/2014,0,2,FALSE,100
5.61,5,4,1,Astapor,2/4/2014,iPhone,1/19/2014,0,2,FALSE,100
11.87,5,,1,Astapor,6/22/2014,iPhone,1/31/2014,0,0,TRUE,0
2.82,4.8,5,1.27,Astapor,6/30/2014,iPhone,1/11/2014,21.2,3,TRUE,54.5
19.52,5,,1,Winterfell,2/15/2014,iPhone,1/22/2014,0,1,FALSE,0
2.68,4.8,5,1,Winterfell,5/25/2014,iPhone,1/19/2014,0,3,FALSE,58.3
3.32,5,3.8,1.02,Winterfell,5/12/2014,Android,1/24/2014,7.1,10,FALSE,57.1
15.24,5,5,1,King's Landing,6/16/2014,Android,1/7/2014,0,0,FALSE,100
1.42,4.8,5,1,Winterfell,4/20/2014,iPhone,1/18/2014,0,2,FALSE,60
17.7,5,5,1,Winterfell,5/14/2014,Android,1/6/2014,0,0,FALSE,100
1.17,4.5,,1,Astapor,4/12/2014,Android,1/15/2014,0,1,TRUE,100
2.05,5,5,1,Winterfell,2/1/2014,iPhone,1/31/2014,0,3,FALSE,33.3
4.35,5,5,1,King's Landing,6/14/2014,iPhone,1/17/2014,0,0,FALSE,50
5.46,4.8,4.3,1.38,Astapor,6/7/2014,iPhone,1/2/2014,30.8,3,FALSE,38.5
2.81,4,4,1,Winterfell,6/21/2014,iPhone,1/31/2014,0,0,FALSE,100
2.2,5,5,1,Winterfell,2/12/2014,iPhone,1/19/2014,0,2,FALSE,100
8.05,4.8,5,1.17,Winterfell,4/13/2014,Android,1/24/2014,16.7,3,FALSE,16.7
4.34,4.9,4.2,1.08,Winterfell,6/30/2014,iPhone,1/10/2014,6.3,1,FALSE,75
11.63,4.9,3.8,1,Winterfell,6/6/2014,iPhone,1/16/2014,0,5,TRUE,100
19.14,5,5,1,Astapor,2/19/2014,Android,1/11/2014,0,2,FALSE,33.3
9.78,5,,1,Astapor,1/13/2014,Android,1/12/2014,0,1,FALSE,0
6.45,4.4,4.3,1,Winterfell,6/30/2014,iPhone,1/23/2014,0,1,TRUE,60
2.2,5,5,1,King's Landing,3/1/2014,iPhone,1/25/2014,0,0,FALSE,100
4.92,5,4.3,1,Winterfell,4/27/2014,iPhone,1/21/2014,0,3,FALSE,75
2.76,5,3.3,1,Astapor,5/25/2014,Android,1/12/2014,0,2,FALSE,66.7
4.01,5,4.8,1,Astapor,1/24/2014,Android,1/18/2014,0,8,TRUE,75
1.86,5,5,1,Astapor,1/15/2014,iPhone,1/13/2014,0,3,FALSE,100
1.67,5,,1,Winterfell,6/15/2014,iPhone,1/18/2014,0,0,TRUE,0
9.72,4.8,4.9,1.02,Winterfell,6/21/2014,iPhone,1/12/2014,8.3,1,TRUE,58.3
4.65,4.9,4.4,1.01,Winterfell,6/22/2014,iPhone,1/27/2014,2.4,9,TRUE,59.5
1.13,5,5,1.13,Astapor,4/27/2014,iPhone,1/1/2014,50,0,TRUE,0
16.26,5,5,1,Winterfell,1/20/2014,Android,1/20/2014,0,1,FALSE,100
4.7,5,,1.25,Winterfell,1/28/2014,Android,1/25/2014,100,1,FALSE,100
14.55,5,,1,King's Landing,1/30/2014,iPhone,1/29/2014,0,1,TRUE,100
5.92,4.5,4.7,1.02,Winterfell,6/29/2014,Android,1/16/2014,5.4,43,FALSE,68.8
4.54,4.9,4.5,1.03,Winterfell,6/21/2014,iPhone,1/7/2014,5.9,9,FALSE,55.9
23.08,5,4,1,Winterfell,1/16/2014,Android,1/15/2014,0,1,TRUE,100
2.22,4.8,4.4,1.02,King's Landing,6/8/2014,iPhone,1/3/2014,3,14,TRUE,57.6
2.63,4.5,5,1,Winterfell,3/18/2014,iPhone,1/22/2014,0,0,FALSE,100
4.95,5,5,1,Winterfell,4/20/2014,iPhone,1/16/2014,0,0,FALSE,50
5.91,4,,1,Astapor,1/11/2014,Android,1/11/2014,0,1,FALSE,0
1.53,5,4,1,Winterfell,1/26/2014,iPhone,1/25/2014,0,2,TRUE,0
5.92,4.5,5,1,Winterfell,6/22/2014,iPhone,1/31/2014,0,0,TRUE,0
2.5,4.9,5,1.19,Astapor,5/14/2014,iPhone,1/31/2014,14.3,3,TRUE,81
3.6,5,5,1,Astapor,1/19/2014,Android,1/18/2014,0,1,FALSE,0
12.89,5,5,1,Astapor,1/18/2014,Android,1/18/2014,0,2,FALSE,0
1.37,5,,1,Astapor,2/24/2014,iPhone,1/1/2014,0,0,FALSE,100
3.06,5,,1,Astapor,1/25/2014,,1/25/2014,0,1,TRUE,0
